NDVI,TWI,Insolation,Slope,Elevation
0.5464864969,8.76933479,19,0.0992339626,336.9225769
0.4197784066,8.46980381,19.254060745,0.1019402072,337.04522705
0.3910337091,10.06167603,18.500650406,0.1023444831,336.9977417
0.3910337091,9.96541977,18.630208969,0.1023977175,336.99285889
0.4286201298,8.97516537,18.984592438,0.1023977175,336.98797607
0.4286201298,8.69718361,19,0.1023977175,336.98309326
0.5202975273,8.60874271,19,0.1023977175,336.96356201
0.5202975273,8.5993166,19,0.1023977175,336.9586792
0.5407775044,8.59029961,19,0.1023977175,336.95379639
0.5407775044,8.58158684,19,0.1023977175,336.94891357
0.5407775044,8.5731678,19,0.1023977175,336.94403076
0.5492811203,8.56547356,19,0.1023977175,336.93914795
0.4686124623,8.64971924,19,0.10241016,336.97821045
0.4686124623,8.61903954,19,0.1024678201,336.96844482
0.4686124623,8.63140488,19,0.1025006995,336.97332764
0.515114069,8.5190134,18,0.1025519297,386.44293213
0.4052625895,8.53189278,18,0.1025519297,386.43804932
0.4308928549,8.54600525,18,0.1025519297,386.4331665
0.4308928549,8.56102943,18.010416031,0.1025519297,386.42828369
0.4308928549,8.57638931,18.25,0.1025519297,386.42340088
0.4308928549,8.59205818,18.489583969,0.1025519297,386.41851807
0.3152576089,8.60854816,18.5,0.1025519297,386.41363525
0.3377798498,8.62677193,18.5,0.1025819853,386.40875244
0.3421987593,9.09793377,18.4897995,0.1026437357,382.42773438
0.2305433899,9.10877228,18.5,0.1026437357,382.42285156
0.2305433899,9.12038231,18.5,0.1026437357,382.41796875
0.2305433899,9.13243866,18.5,0.1026437357,382.41308594
0.2305433899,9.14476204,18.5,0.1026437357,382.40820312
0.1903173775,9.15725994,18.5,0.1026437357,382.40332031
0.0859755129,9.16987991,18.5,0.1026437357,382.3984375
0.0859755129,9.18259525,18.5,0.1026437357,382.39355469
0.0859755129,9.19538498,18.5,0.1026437357,382.38867188
0.0859755129,9.20826912,18.5,0.1026437357,382.38378906
0.2983107567,8.14842129,18.5,0.1026757881,337.08047485
0.2983107567,8.17283916,18.5,0.1026757881,337.07559204
0.2734265924,8.19684887,18.5,0.1026757881,337.07070923
0.3298039436,8.22093582,18.5,0.1026757881,337.06582642
0.3298039436,8.24538326,18.5,0.1026757881,337.0609436
0.3298039436,8.27051735,18.5,0.1026757881,337.05606079
0.3298039436,8.29698372,18.5,0.1026757881,337.05117798
0.3673818111,8.32891464,18.5,0.1026757881,337.04629517
0.4039043188,8.37520123,18.5,0.1026757881,337.04141235
0.4039043188,8.44609261,18.5,0.1026757881,337.03652954
0.4093954861,9.08705425,18.134765625,0.1027100384,382.43261719
0.3910337091,10.05232525,18.513526917,0.1028897017,337.00057983
0.3910337091,9.9569416,18.738925934,0.1029595062,337.00256348
0.5567768216,8.60142136,19,0.1030582488,336.92599487
0.5464864969,8.98220444,19,0.1033761576,336.92599487
0.5567768216,8.5930624,19,0.1034135073,336.92260742
0.515114069,8.5061388,18,0.1034182906,386.44781494
0.4197784066,8.4888401,19.102392197,0.1036109626,337.04177856
0.3910337091,9.89670849,18.948892593,0.1037285253,337.00393677
0.3910337091,10.02832794,18.595569611,0.1037995294,337.00228882
0.2983107567,8.12152481,18.5,0.1038364992,337.08535767
0.5492811203,8.56316471,19,0.1038601697,336.93426514
0.4197784066,8.44855404,18.531122208,0.1040242389,337.04522705
0.3948695064,8.42921066,18.500524521,0.1040341482,337.04867554
0.4246924818,8.65897274,18.5,0.1041113436,337.0072937
0.4197784066,8.51040649,18.5,0.1041126549,337.03488159
0.4289381802,8.58928394,18.5,0.1041126549,337.02108765
0.4289381802,8.58229542,18.5,0.1041126549,337.02108765
0.4197784066,8.52671814,18.531557083,0.1041147262,337.03488159
0.4197784066,8.53108978,18.5,0.1041172072,337.03143311
0.4289381802,8.60913277,18.5,0.1041172072,337.01763916
0.4289381802,8.5992136,18.5,0.1041172072,337.01763916
0.5492811203,9.05390358,19,0.1041172072,336.93634033
0.5456901789,9.98034477,19,0.1041172072,336.93634033
0.4197784066,8.54339218,18.5252285,0.1041173115,337.03143311
0.3910337091,10.20762062,18.517234802,0.1041425094,336.99575806
0.5492811203,8.64413357,19,0.1041428372,336.92944336
0.5456901789,9.26461315,19,0.104183726,336.92944336
0.4246924818,8.65265751,18.5,0.1041899622,337.00384521
0.4197784066,8.50810814,18.54114151,0.1041937769,337.03833008
0.4286201298,9.42789555,18.999782562,0.1041983739,336.98599243
0.5407775044,8.60514736,19,0.1041983739,336.95669556
0.5407775044,8.59356022,19,0.1041983739,336.95181274
0.5407775044,8.58343124,19,0.1041983739,336.94692993
0.3910337091,9.90226746,18.505208969,0.1041983813,336.99575806
0.4286201298,8.99583912,18.745008469,0.1041983813,336.99087524
0.3910337091,10.24188042,18.869792938,0.1041983813,336.99087524
0.4286201298,8.6746006,18.9897995,0.1041983813,336.98599243
0.5202975273,8.59765816,19,0.1041983813,336.96157837
0.5202975273,8.59004307,19,0.1041983813,336.95669556
0.5407775044,8.58235645,19,0.1041983813,336.95181274
0.5407775044,8.574687,19,0.1041983813,336.94692993
0.5492811203,8.56702709,19,0.1041983813,336.94204712
0.5492811203,8.56033707,19,0.1041983813,336.93716431
0.4197784066,8.46834183,18.5252285,0.104200542,337.04177856
0.4246924818,8.62241745,18.5,0.1042025611,337.0072937
0.5202975273,8.61888313,19,0.1042089164,336.96157837
0.5407775044,8.57468891,19,0.1042120382,336.94204712
0.3860407174,9.43744373,18.745008469,0.1042125523,337.06906128
0.4246924818,8.62022209,18.5,0.1042193398,337.01074219
0.4197784066,8.48905277,18.501085281,0.1042208597,337.03833008
0.4686124623,8.84867859,19,0.104221113,336.98110962
0.4289381802,8.57236195,18.5,0.1042218581,337.02453613
0.4289381802,8.56632328,18.5,0.1042218581,337.02453613
0.4246924818,8.64985657,18.5,0.1042218581,337.01074219
0.3910337091,10.00302887,18.533817291,0.1042246744,337.00064087
0.5492811203,8.77324295,19,0.1042247862,336.93289185
0.5456901789,9.63785172,19,0.1042256355,336.93289185
0.4289381802,8.55781078,18.501085281,0.1042264104,337.02798462
0.4289381802,8.54994202,18.5,0.1042264104,337.02798462
0.4289381802,8.6303606,18.5,0.1042264104,337.01419067
0.4289381802,8.61474991,18.5,0.1042264104,337.01419067
0.4686124623,8.63649845,19,0.1042806506,336.96646118
0.5492811203,8.56218719,19,0.1043475792,336.93228149
0.515114069,8.47573757,18,0.1043619439,386.4458313
0.4052625895,8.49537945,18,0.1043619439,386.44094849
0.4052625895,8.51523876,18,0.1043619439,386.43606567
0.4308928549,8.53549576,18.010416031,0.1043619439,386.43118286
0.4308928549,8.55610561,18.25,0.1043619439,386.42630005
0.4308928549,8.57681465,18.489583969,0.1043619439,386.42141724
0.3152576089,8.59741783,18.5,0.1043619439,386.41653442
0.3152576089,8.61786842,18.5,0.1043619439,386.41165161
0.3377798498,8.63831997,18.5,0.1043619439,386.4067688
0.3421987593,9.13324928,18.365016937,0.1043804586,382.43063354
0.3421987593,9.13887119,18.499782562,0.1043804586,382.42575073
