NDVI,TWI,Insolation,Slope,Elevation
0.2997612357,8.76933479,16.5,0.0992339626,336.9225769
0.0841999352,10.06167603,16.5,0.1023444831,336.9977417
0.0841999352,9.96541977,16.5,0.1023977175,336.99285889
0.0841999352,8.97516537,16.5,0.1023977175,336.98797607
0.0841999352,8.69718361,16.5,0.1023977175,336.98309326
0.3502744436,8.60874271,16.494791031,0.1023977175,336.96356201
0.3502744436,8.5993166,16.499782562,0.1023977175,336.9586792
0.3502744436,8.59029961,16.5,0.1023977175,336.95379639
0.3385002017,8.58158684,16.5,0.1023977175,336.94891357
0.3385002017,8.5731678,16.5,0.1023977175,336.94403076
0.3145125806,8.56547356,16.5,0.1023977175,336.93914795
0.0841999352,8.64971924,16.5,0.10241016,336.97821045
0.2665170729,8.61903954,16.494791031,0.1024678201,336.96844482
0.2665170729,8.63140488,16.5,0.1025006995,336.97332764
0.2971541882,8.5190134,15.254991531,0.1025519297,386.44293213
0.2241082341,8.53189278,15.494791985,0.1025519297,386.43804932
0.2241082341,8.54600525,15.5,0.1025519297,386.4331665
0.2241082341,8.56102943,15.5,0.1025519297,386.42828369
0.2241082341,8.57638931,15.5,0.1025519297,386.42340088
0.2241082341,8.59205818,15.5,0.1025519297,386.41851807
0.0910121948,8.60854816,15.5,0.1025519297,386.41363525
0.0910121948,8.62677193,15.5,0.1025819853,386.40875244
0.2006420493,9.09793377,15.484808922,0.1026437357,382.42773438
0.0093782563,9.10877228,15.5,0.1026437357,382.42285156
0.0093782563,9.12038231,15.510199547,0.1026437357,382.41796875
0.0093782563,9.13243866,15.754991531,0.1026437357,382.41308594
0.0093782563,9.14476204,15.994791985,0.1026437357,382.40820312
0.0338631645,9.15725994,16,0.1026437357,382.40332031
0.0205701906,9.28988552,16,0.1026437357,382.35449219
0.3062433898,8.14842129,16,0.1026757881,337.08047485
0.3062433898,8.17283916,16,0.1026757881,337.07559204
0.3083184362,8.19684887,16.005208969,0.1026757881,337.07070923
0.3083184362,8.22093582,16.0102005,0.1026757881,337.06582642
0.3193069398,8.24538326,16.015407562,0.1026757881,337.0609436
0.3193069398,8.27051735,16.25,0.1026757881,337.05606079
0.3193069398,8.29698372,16.484592438,0.1026757881,337.05117798
0.3193069398,8.32891464,16.494791031,0.1026757881,337.04629517
0.3193069398,8.37520123,16.499782562,0.1026757881,337.04141235
0.3323639333,8.44609261,16.5,0.1026757881,337.03652954
0.2372756302,9.08705425,15.129774094,0.1027100384,382.43261719
0.0841999352,10.05232525,16.5,0.1028897017,337.00057983
0.0740233064,9.9569416,16.5,0.1029595062,337.00256348
0.3145125806,8.60142136,16.5,0.1030582488,336.92599487
0.3145125806,8.98220444,16.5,0.1033761576,336.92599487
0.2997612357,8.5930624,16.5,0.1034135073,336.92260742
0.2971541882,8.5061388,15.010416985,0.1034182906,386.44781494
0.1756453365,8.4888401,16,0.1036109626,337.04177856
0.0740233064,9.89670849,16.5,0.1037285253,337.00393677
0.0841999352,10.02832794,16.5,0.1037995294,337.00228882
0.3062433898,8.12152481,16,0.1038364992,337.08535767
0.3145125806,8.56316471,16.5,0.1038601771,336.93426514
0.0740233064,8.65897274,16.5,0.1041113436,337.0072937
0.1756453365,8.51040649,16,0.1041126549,337.03488159
0.0817226171,8.58928394,16.245008469,0.1041126549,337.02108765
0.0817226171,8.58229542,16.254991531,0.1041126549,337.02108765
0.1756453365,8.52671814,16,0.1041147262,337.03488159
0.1756453365,8.53108978,16,0.1041172072,337.03143311
0.0817226171,8.60913277,16.484592438,0.1041172072,337.01763916
0.0817226171,8.5992136,16.4897995,0.1041172072,337.01763916
0.3145125806,9.05390358,16.5,0.1041172072,336.93634033
0.3145125806,9.98034477,16.5,0.1041172072,336.93634033
0.1756453365,8.54339218,16,0.1041173115,337.03143311
0.0841999352,10.20762062,16.5,0.1041425094,336.99575806
0.3145125806,8.64413357,16.5,0.1041428372,336.92944336
0.3145125806,9.26461315,16.5,0.104183726,336.92944336
0.0740233064,8.65265751,16.5,0.1041899622,337.00384521
0.1756453365,8.50810814,16,0.1041937769,337.03833008
0.0841999352,9.90226746,16.5,0.1041983813,336.99575806
0.0841999352,8.99583912,16.5,0.1041983813,336.99087524
0.0841999352,10.24188042,16.5,0.1041983813,336.99087524
0.0841999352,8.6746006,16.5,0.1041983813,336.98599243
0.0841999352,9.42789555,16.5,0.1041983813,336.98599243
0.3502744436,8.59765816,16.484809875,0.1041983813,336.96157837
0.3502744436,8.59004307,16.494791031,0.1041983813,336.95669556
0.3502744436,8.60514736,16.5,0.1041983813,336.95669556
0.3502744436,8.58235645,16.5,0.1041983813,336.95181274
0.3385002017,8.59356022,16.5,0.1041983813,336.95181274
0.3385002017,8.574687,16.5,0.1041983813,336.94692993
0.3385002017,8.58343124,16.5,0.1041983813,336.94692993
0.3145125806,8.56702709,16.5,0.1041983813,336.94204712
0.3145125806,8.56033707,16.5,0.1041983813,336.93716431
0.1756453365,8.46834183,16,0.104200542,337.04177856
0.0740233064,8.62241745,16.5,0.1042025611,337.0072937
0.3502744436,8.61888313,16.5,0.1042089164,336.96157837
0.3385002017,8.57468891,16.5,0.1042120457,336.94204712
0.3060792089,9.43744373,16.5,0.1042125523,337.06906128
0.0817226171,8.62022209,16.5,0.1042193398,337.01074219
0.1756453365,8.48905277,16,0.1042208597,337.03833008
0.0841999352,8.84867859,16.5,0.104221113,336.98110962
0.0817226171,8.57236195,16.0102005,0.1042218581,337.02453613
0.0817226171,8.56632328,16.015407562,0.1042218581,337.02453613
0.0817226171,8.64985657,16.5,0.1042218581,337.01074219
0.0740233064,10.00302887,16.5,0.1042246744,337.00064087
0.3145125806,8.77324295,16.5,0.1042247862,336.93289185
0.3145125806,9.63785172,16.5,0.1042256355,336.93289185
0.1756453365,8.55781078,16,0.1042264104,337.02798462
0.1756453365,8.54994202,16.000217438,0.1042264104,337.02798462
0.0817226171,8.6303606,16.499782562,0.1042264104,337.01419067
0.0817226171,8.61474991,16.5,0.1042264104,337.01419067
0.2665170729,8.63649845,16.499782562,0.1042806506,336.96646118
0.3145125806,8.56218719,16.5,0.1043475792,336.93228149
0.2971541882,8.47573757,15.25,0.1043619439,386.4458313
0.0984423682,8.49537945,15.489800453,0.1043619439,386.44094849
0.2241082341,8.51523876,15.5,0.1043619439,386.43606567
0.2241082341,8.53549576,15.5,0.1043619439,386.43118286
0.2241082341,8.55610561,15.5,0.1043619439,386.42630005
0.2241082341,8.57681465,15.5,0.1043619439,386.42141724
0.0910121948,8.59741783,15.5,0.1043619439,386.41653442
0.0910121948,8.61786842,15.5,0.1043619439,386.41165161
0.0910121948,8.63831997,15.5,0.1043619439,386.4067688
0.2006420493,9.13324928,15.364583015,0.1043804511,382.43063354
0.2006420493,9.13887119,15.499782562,0.1043804511,382.42575073
0.0093782563,9.14535809,15.505208015,0.1043804511,382.42086792
0.0093782563,9.15375805,15.744791985,0.1043804511,382.41598511
0.0093782563,9.16347218,15.989800453,0.1043804511,382.41110229
0.0338631645,9.1741066,16,0.1043804511,382.40621948
0.0338631645,9.18540096,16,0.1043804511,382.40133667
0.0205701906,9.30318546,16,0.1043804511,382.35739136
0.3430163264,8.54848862,15.369791985,0.1043820679,386.44094849
0.2241082341,8.55888081,15.499782562,0.1043820679,386.43606567
0.2241082341,8.56926918,15.5,0.1043820679,386.43118286
0.2241082341,8.57979774,15.5,0.1043820679,386.42630005
0.2241082341,8.59106541,15.5,0.1043820679,386.42141724
0.2241082341,8.60430717,15.5,0.1043820679,386.41653442
0.2971541882,8.4563942,15.010199547,0.1043923274,386.45071411
0.3062433898,8.1470871,16,0.104410857,337.07849121
0.3062433898,8.15426826,16,0.104410857,337.08337402
0.3083184362,8.17064285,16,0.104410857,337.0736084
0.3062433898,8.18055248,16,0.104410857,337.07849121
0.3083184362,8.19382381,16.000217438,0.104410857,337.06872559
0.3062433898,8.20658398,16.0102005,0.104410857,337.0736084
0.3083184362,8.21728039,16.000217438,0.104410857,337.06384277
0.3083184362,8.23264885,16.129991531,0.104410857,337.06872559
0.3193069398,8.24114037,16.010416031,0.104410857,337.05895996
0.3193069398,8.25915241,16.1352005,0.104410857,337.06384277
0.3193069398,8.26558304,16.245008469,0.104410857,337.05407715
0.3193069398,8.28659725,16.254991531,0.104410857,337.05895996
0.3193069398,8.29095268,16.369791031,0.104410857,337.04919434
0.3193069398,8.31574059,16.489583969,0.104410857,337.05407715
0.3193069398,8.31919765,16.484809875,0.104410857,337.04431152
0.3193069398,8.35214615,16.499782562,0.104410857,337.04919434
0.3193069398,8.35519886,16.494791031,0.104410857,337.03942871
0.3193069398,8.41664219,16.5,0.104410857,337.04431152
0.3323639333,8.40643692,16.5,0.104410857,337.0345459
0.3323639333,8.51349163,16.5,0.104410857,337.03942871
0.3062433898,8.12723541,16,0.104451716,337.08825684
0.2665170729,8.71184635,16.5,0.1044739261,336.97622681
0.3060792089,9.44462299,16.5,0.1044753045,337.07250977
