NDVI,TWI,Insolation,Slope,Elevation
0.2015208006,8.76933479,18,0.0992339626,336.9225769
0.1623741537,8.46980381,17.317491531,0.1019402072,337.04522705
0.1829201728,10.06167603,17.5,0.1023444831,336.9977417
0.1829201728,9.96541977,17.5,0.1023977175,336.99285889
0.1829201728,8.97516537,17.5,0.1023977175,336.98797607
0.1829201728,8.69718361,17.5,0.1023977175,336.98309326
0.225886032,8.60874271,17.5,0.1023977175,336.96356201
0.225886032,8.5993166,17.500217438,0.1023977175,336.9586792
0.2464093715,8.59029961,17.6352005,0.1023977175,336.95379639
0.2464093715,8.58158684,17.9897995,0.1023977175,336.94891357
0.2235986441,8.5731678,18,0.1023977175,336.94403076
0.2235986441,8.56547356,18,0.1023977175,336.93914795
0.2131435573,8.64971924,17.5,0.10241016,336.97821045
0.225886032,8.61903954,17.5,0.1024678201,336.96844482
0.2131435573,8.63140488,17.5,0.1025006995,336.97332764
0.0811601654,9.09793377,16.865016937,0.1026437357,382.42773438
0.0811601654,9.10877228,16.999782562,0.1026437357,382.42285156
0.0811601654,9.12038231,17,0.1026437357,382.41796875
0.0376924574,9.13243866,17.010416031,0.1026437357,382.41308594
0.0376924574,9.14476204,17.25,0.1026437357,382.40820312
0.0376924574,9.15725994,17.489583969,0.1026437357,382.40332031
0.129095614,8.14842129,17.5,0.1026757881,337.08047485
0.129095614,8.17283916,17.5,0.1026757881,337.07559204
0.129095614,8.19684887,17.5,0.1026757881,337.07070923
0.129095614,8.22093582,17.5,0.1026757881,337.06582642
0.1432272345,8.24538326,17.5,0.1026757881,337.0609436
0.1520055979,8.27051735,17.5,0.1026757881,337.05606079
0.1520055979,8.29698372,17.5,0.1026757881,337.05117798
0.1520055979,8.32891464,17.5,0.1026757881,337.04629517
0.1520055979,8.37520123,17.5,0.1026757881,337.04141235
0.1712493449,8.44609261,17.5,0.1026757881,337.03652954
0.1002560109,9.08705425,16.509983063,0.1027100384,382.43261719
0.1829201728,10.05232525,17.5,0.1028897017,337.00057983
0.1781612188,9.9569416,17.5,0.1029595062,337.00256348
0.2015208006,8.60142136,18,0.1030582488,336.92599487
0.2015208006,8.98220444,18,0.1033761576,336.92599487
0.2015208006,8.5930624,18,0.1034135073,336.92260742
0.1726693362,8.4888401,17.492513657,0.1036109626,337.04177856
0.1794420928,9.89670849,17.5,0.1037285253,337.00393677
0.1950666606,10.02832794,17.5,0.1037995294,337.00228882
0.1413180977,8.12152481,17.5,0.1038364992,337.08535767
0.2235986441,8.56316471,18,0.1038601697,336.93426514
0.1623741537,8.44855404,17.372505188,0.1040242389,337.04522705
0.1623741537,8.42921066,17.137695312,0.1040341482,337.04867554
0.1965457797,8.65897274,17.5,0.1041113436,337.0072937
0.1726693362,8.51040649,17.5,0.1041126549,337.03488159
0.1864553094,8.58928394,17.5,0.1041126549,337.02108765
0.1864553094,8.58229542,17.5,0.1041126549,337.02108765
0.1726693362,8.52671814,17.5,0.1041147262,337.03488159
0.1726693362,8.53108978,17.5,0.1041172072,337.03143311
